,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat
341,Tampa,United States,Florida,Hillsborough County,27.9477595,-82.458444,5.021304607,1.85200067,23.767,163.088,71.022,18.634,0.808926732,0.004852106,0.030269796,5.168,8.713,1.287,8.776,1204.098,0.144,-0.411,0.276,0.485,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
342,Tashkent,Uzbekistan,Tashkent,,41.3123363,69.2787079,448.582489,1451.389816,16.81,198.581,53.739,17.97,0.675437947,0.013755619,0.034805109,10.3,11.109,1.615,6.389,618.165,-0.116,-0.809,0.274,0.863,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
343,Tbilisi,Georgia,Tbilisi,Didi digomi,41.6934591,44.8014495,422.3560181,297.3216025,13.397,195.22,62.782,34.258,0.645890347,0.0138792,0.007055256,8.929,10.667,1.307,3.9,466.044,-0.08,-0.641,0.385,0.726,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
344,Tegucigalpa,Honduras,Francisco Morazán Department,Distrito Central,14.065049,-87.1715002,1044.661255,69.28702403,22.102,242.829,74.382,23.2,1.155682956,0.003091812,0.017836944,1.437,9.973,0.71,7.759,1086.5,-0.022,-0.503,0.383,0.468,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
345,Tehran,Iran,Tehran Province,Tehran,35.6892523,51.3896004,1169.029419,97.43401664,19.388,248.881,30.45,23.792,0.720557383,0.01320535,0.022356415,9.53,9.692,1.34,1.779,128.5,-0.167,-0.79,0.414,0.843,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
346,Tel Aviv,Israel,Tel Aviv District,Tel Aviv-Yafo,32.0852997,34.7818064,20.54564285,1.66126282,21.018,227.403,66.235,20.971,0.901740325,0.007313401,0.018112278,6.078,9.38,0.871,6.411,578.533,-0.34,-0.391,0.419,0.659,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
347,Thimphu,Bhutan,Thimphu,Thimphu,27.4713546,89.6336729,2360.89502,397.8659921,9.886,208.242,71.079,27.614,0.528620363,0.004822574,0.006331558,5.861,23.744,0.961,3.138,794.5,0.291,-0.292,0.373,0.317,ET,#64FFFF,Tundra,Polar,Tundra,
348,Thiruvananthapuram,India,Kerala,Thiruvananthapuram,8.5241391,76.9366376,21.32456779,4.804919806,27.877,241.627,79.168,16.217,0.504376557,0.000300727,0.045382934,1.055,6.209,0.479,10.912,1536.487,-0.355,-0.412,0.418,0.475,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
349,Tiksi,Russia,Sakha Republic,Sakha Republic,71.637482,128.8644716,40.55443954,2.591098229,-11.376,96.254,80.55,27.456,0.065622958,0.000748743,0.021119417,14.634,7.894,2.347,1.724,240.963,0.213,-0.125,0.184,0.582,ET,#64FFFF,Tundra,Polar,Tundra,
350,Tirane,Albania,Tirana County,Tirana,41.3305141,19.82556286,118.144783,31.68134467,16.833,203.085,66.067,18.288,0.778923151,0.010253087,0.035144213,7.484,13.459,1.147,9.224,1025.051,-0.019,-0.555,0.341,0.679,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
351,Tokyo,Japan,Tokyo,,35.6812665,139.757653,4.958639622,2.878284936,16.471,169.332,69.968,17.942,0.698450446,0.008321224,0.034110092,8.259,7.33,1.551,11.537,1558.846,0.049,-0.195,0.445,0.489,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
352,Toronto,Canada,Ontario,Toronto,43.6534733,-79.383961,91.6888504,486.1004226,9.681,80.559,66.121,31.379,0.558577498,0.009222696,0.004720161,10.353,7.086,2.531,5.84,714.397,-0.01,-0.549,0.43,0.576,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
353,Torshavn,Faroe Islands,Streymoy,Tórshavn,62.0107248,-6.7740852,22.65426636,3.602165313,7.036,93.105,85.01,38.08,0.202031377,0.000415841,0.002797822,3.495,3.539,1.17,4.399,1156.2,0.002,-0.012,0.24,0.416,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer
354,Traverse City,United States,Michigan,Grand Traverse County,44.7606441,-85.6165301,183.0114899,778.2578846,8.855,144.034,67.117,23.192,0.520354253,0.007931929,0.017191545,10.955,9.296,2.896,5.298,729.38,0.123,-0.51,0.373,0.651,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
355,Trieste,Italy,Friuli-Venezia Giulia,Province of Trieste,45.6496485,13.7772781,6.523191452,1.341691566,15.223,149.932,69.071,16.239,0.722115515,0.009733876,0.046381228,7.895,9.106,1.238,10.735,949.902,0.048,-0.489,0.168,0.666,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
356,Tripoli,Libya,Tripoli District,Tripoli,32.8872094,13.1913383,12.39832115,2.914304937,21.613,243.407,61.19,16.434,0.902965483,0.011977745,0.04716797,6.448,9.157,1.28,2.567,195.3,-0.266,-0.28,0.164,0.676,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
357,Tucson,United States,Arizona,Pima County,32.2228765,-110.9748477,722.4799194,233.1889491,21.15,279.341,35.501,23.173,0.762363539,0.015554823,0.017126587,8.046,14.31,1.434,2.239,208.502,0.071,-0.546,0.373,0.611,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
358,Tunis,Tunisia,,,33.8439408,9.400138,44.76512909,66.19582203,20.57,224.477,64.856,22.599,0.861026166,0.010301371,0.019720032,6.84,9.944,1.071,2.276,231.557,-0.137,-0.622,0.218,0.727,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
359,Ugolnye Kopi,Russia,Chukotka Autonomous Okrug,Anadyrsky District,64.736414,177.6827764,16.9064579,1.637055611,-4.489,110.553,78.365,36.199,0.116035724,0.002084356,0.006552739,13.263,7.399,2.92,2.319,330.573,0.086,-0.346,0.324,0.514,Dsc,#BEBEBE,Dry-summer subarctic climate,Cold (continental),Dry summer,Cold summer
360,Ulaanbaatar,Mongolia,Ulaanbaatar,Khan-Uul,47.9184676,106.9177016,1296.250366,1393.396308,-1.503,142.564,58.729,21.829,0.336667653,0.013866692,0.029327276,15.604,15.499,2.408,1.837,203.323,0.244,-0.597,0.24,0.78,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
361,Urumqi,China,Xinjiang,Urumqi,43.419754,87.319461,2079.897949,2008.433744,9.897,181.529,52.222,16.427,0.559994493,0.009887907,0.046651682,15.44,10.252,1.854,29.349,3014.0,-0.32,-0.822,0.276,0.79,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
362,Ushuaia,Argentina,Tierra del Fuego Province,Ushuaia Department,-54.8061159,-68.31849729,52.73799133,0.403414983,6.346,128.143,70.938,40.154,0.182683969,0.005179158,0.004505532,3.332,5.92,1.762,20.093,878.715,-0.033,-0.464,0.053,0.532,ET,#64FFFF,Tundra,Polar,Tundra,
363,Utqiagvik,United States,Alaska,Alaska,71.2905556,-156.788611,3.048000097,2.420407626,-8.822,98.293,81.549,29.65,0.028570762,0.000316863,0.007883289,11.9,5.732,2.521,2.513,268.477,-0.053,0.16,-0.008,0.414,ET,#64FFFF,Tundra,Polar,Tundra,
364,Vaduz,Liechtenstein,Vaduz,Vaduz,47.1410303,9.5209277,458.2997131,279.4044095,11.96,129.408,68.567,15.352,0.68506376,0.008385271,0.049922394,7.492,8.883,1.772,6.525,1021.82,0.151,-0.429,0.312,0.686,Cfb,#004999,Temperate oceanic climate,Temperate,Without dry season,Warm summer
365,Valdivia,Chile,Los Rios,Valdivia Province,-39.8173788,-73.2425333,10.43394279,13.91522953,10.557,192.581,82.868,20.682,0.57927662,0.00135917,0.032893234,4.185,11.976,1.423,6.638,1103.3,-0.084,-0.856,0.356,0.701,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
366,Vancouver,Canada,British Columbia,Metro Vancouver,49.2608724,-123.113952,44.85873413,2.839418186,10.73,117.556,80.035,13.126,0.593759163,0.001346668,0.062691615,6.328,5.861,1.084,7.685,1293.353,-0.216,-0.691,0.431,0.726,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
367,Venice,Italy,Veneto,Metropolitan City of Venice,45.4371908,12.3345898,0.0,0.930456782,15.045,159.08,72.171,17.298,0.70722502,0.00690367,0.042207918,8.138,8.035,1.061,3.361,338.264,0.028,-0.663,0.144,0.682,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
368,Verkhoyansk,Russia,Sakha Republic,Sakha Republic,67.5505925,133.3993399,142.20578,381.6629598,-11.78,103.762,71.336,12.063,0.233931151,0.005098187,0.053669952,21.321,12.909,2.686,1.447,211.86,0.225,-0.556,0.272,0.75,Dfd,#FF6EFF,Extremely cold subarctic climate,Cold (continental),Without dry season,Very cold winter
369,Vienna,Austria,Vienna,Vienna,48.2083537,16.3725042,171.1325836,342.6603964,13.295,139.812,62.986,21.093,0.677508038,0.014273693,0.026718102,7.901,7.216,1.682,3.132,418.496,0.119,-0.723,0.199,0.739,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
370,Villahermosa,Mexico,Tabasco,Villahermosa,17.989456,-92.9475061,20.52006149,39.50790559,17.659,258.469,54.17,24.665,1.004324801,0.01869179,0.010560329,2.354,17.196,0.96,6.443,883.892,0.082,-0.609,0.215,0.58,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
371,Villavicencio,Colombia,Meta,Villavicencio,4.1491688,-73.6285475,438.6241455,341.0587022,24.053,214.306,76.978,13.927,0.919108389,0.003293171,0.058195874,1.673,10.005,0.983,7.996,2317.1,-0.409,-0.323,0.517,0.358,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
372,Vladikavkaz,Russia,North Ossetia-Alania Republic,Gorod Vladikavkaz,43.024593,44.68211,691.8810425,246.9132761,10.589,166.716,78.929,18.909,0.562913158,0.002364191,0.029794907,9.487,11.387,1.574,4.221,604.9,0.05,-0.771,0.228,0.658,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
373,Vladivostok,Russia,Primorsky Krai,Vladivostok Urban Okrug,43.1150678,131.8855768,11.28402328,1.358963484,5.709,170.682,70.403,31.971,0.465345141,0.010163354,0.004540732,12.064,11.708,1.703,7.32,841.6,0.214,-0.031,0.364,0.461,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer
374,Volgagrad,Russia,Volgograd Oblast,Gorod Volgograd,42.3761128,59.6219077,81.21779633,503.5854658,9.732,158.87,68.923,30.333,0.496714541,0.009889161,0.005885785,11.307,9.208,2.034,2.002,289.9,-0.178,-0.849,0.355,0.722,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold
375,Warsaw,Poland,Masovian Voivodeship,Masovian Voivodeship,52.2319581,21.0067249,116.353508,262.1781529,9.965,172.132,72.499,20.375,0.518823983,0.007979245,0.027161251,8.043,8.019,1.737,4.53,521.537,-0.031,-0.761,0.14,0.743,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
376,Washington Dc,United States,District of Columbia,District of Columbia,38.8950368,-77.0365427,7.112980843,1.264489699,14.949,92.161,62.533,24.29,0.661817471,0.014286042,0.013886418,9.409,9.087,2.412,6.865,971.353,-0.003,-0.449,0.445,0.027,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
377,Wellington,New Zealand,Wellington,Wellington,-41.2887953,174.7772114,1.0,0.972956918,14.588,135.582,78.0,36.09,0.922628746,0.001210566,0.002701885,3.271,5.185,1.417,9.414,1402.383,-0.09,-0.439,0.399,0.387,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
378,Whitehorse,Canada,Yukon,Whitehorse,60.7197137,-135.0522761,640.0,128.3703118,0.88,72.678,67.096,23.15,0.283629737,0.010047718,0.019426884,12.602,8.829,2.779,1.465,238.6,-0.051,-0.622,0.345,0.56,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
379,Windhoek,Namibia,Khomas Region,Windhoek,-22.5608807,17.0657549,1655.234497,254.1005986,20.11,240.847,35.846,19.118,1.052524382,0.014010398,0.027162495,4.395,14.193,1.198,6.846,551.7,-0.004,-0.317,0.418,0.552,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
380,Winnipeg,Canada,Manitoba,Winnipeg,49.8955367,-97.1384584,231.8409576,820.8769863,3.218,78.505,69.434,14.201,0.460668349,0.007228168,0.056302827,14.918,8.408,2.927,6.912,791.792,0.161,-0.567,0.336,0.66,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
381,Wuhan,China,Hubei,Wuhan,30.5951051,114.2999353,25.28613472,554.262335,18.62,183.902,69.033,16.672,0.615678368,0.009093239,0.043394703,9.968,8.369,1.562,10.478,1252.7,0.042,-0.455,0.399,0.652,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
382,Xiamen,China,Fujian,Xiamen,24.4801069,118.0853479,1.266026139,0.334507259,23.496,204.885,81.507,26.544,0.776553345,0.001601875,0.012735676,5.516,3.712,0.949,18.439,1922.767,0.032,-0.193,0.285,0.559,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
383,Xining,China,Qinghai,Xining,36.617331,101.7761976,2262.926758,1589.419261,6.485,199.748,51.915,22.898,0.476456543,0.019284503,0.022142204,9.262,12.735,1.42,5.288,620.2,0.176,-0.25,0.437,0.592,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer
384,Yakutsk,Russia,Sakha Republic,Gorod Yakutsk,62.0274078,129.7319787,97.73708344,880.7667257,-7.204,116.939,68.308,14.31,0.300723415,0.007415738,0.049172018,21.958,9.555,2.146,7.793,479.127,0.102,-0.571,0.139,0.781,Dfd,#FF6EFF,Extremely cold subarctic climate,Cold (continental),Without dry season,Very cold winter
385,Yangon,Myanmar (Burma),Yangon Region,Yangon,16.7967129,96.1609916,12.5,2.713554176,27.845,216.937,79.212,16.073,0.49146797,0.001343107,0.041254418,1.68,8.793,0.615,13.63,2257.244,-0.298,-0.673,0.527,0.53,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
386,Yantai,China,Shandong,Yantai,37.461928,121.4425255,6.887712479,3.171694827,13.025,192.088,67.09,27.27,0.639506799,0.012177354,0.011949651,9.39,6.231,1.399,10.911,956.8,0.197,-0.159,0.364,0.455,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
387,Yaounde,Cameroon,Centre,Mfoundi,3.8480325,11.5020752,707.395752,167.4952983,23.153,220.085,86.558,11.751,1.013270625,0.000630346,0.069545502,1.396,9.655,0.712,5.654,1826.7,-0.355,-0.48,0.473,0.448,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
388,Yerevan,Armenia,Yerevan,Yerevan,40.1777112,44.5126233,984.2498169,318.7566707,14.128,220.922,51.938,18.848,0.619322118,0.016866647,0.038543557,10.639,12.284,1.416,8.648,447.771,-0.004,-0.787,0.029,0.803,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
389,Yinchuan,China,Ningxia,Yinchuan,38.4852037,106.2261926,1108.25,1131.817499,8.859,195.182,51.593,15.713,0.589116208,0.019528705,0.051746664,10.009,9.952,1.525,3.76,427.4,0.219,-0.407,0.358,0.546,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold
390,Yining,China,Xinjiang,Ili,43.9052027,81.2747797,624.9674072,2230.834674,11.501,188.875,52.957,18.826,0.618012621,0.015229828,0.04012828,12.086,13.054,1.529,17.757,1946.3,-0.365,-0.712,0.317,0.808,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
391,Yuzhno-Sakhalinsk,Russia,Sakhalin Oblast,Gorod Yuzhno-Sakhalinsk,46.9640949,142.7284716,36.77248001,21.96105094,3.938,143.601,79.679,24.529,0.384534728,0.001667185,0.01350345,10.561,10.047,2.046,6.419,991.2,0.103,-0.302,0.385,0.471,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
392,Zagreb,Croatia,Zagreb,,45.84264135,15.96223148,283.0849304,133.8593642,13.533,112.352,70.394,13.887,0.662460693,0.009693384,0.057053403,8.29,10.518,1.502,5.722,799.642,-0.066,-0.78,0.381,0.64,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
393,Zurich,Switzerland,Zurich,Zurich District,47.3744489,8.5410422,408.936554,295.0647305,11.526,106.711,72.422,14.643,0.648520146,0.008007902,0.054519346,7.453,8.159,1.584,4.626,873.327,0.014,-0.691,0.349,0.714,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
