,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),mean_pressure (millibar),pressure_std (millibar),mean_snow_depth (cm),mean_cloud_cover (%),mean_visibility (km),clear_day_num,cloudy_day_num,overcast_day_num,rain_day_num,snow_day_num,temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,pressure_temp_corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat,Region,Continent
259,Nice,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.7009358,7.2683912,7.273086071,0.845328902,17.514,155.261,65.94,23.924,0.834866881,0.009663119,0.014380765,6.657,6.211,0.815,6.627,425.571,1016.433,7.408,0.0,47.462,24.776,53,285,23,115,0,-0.075,-0.263,0.241,0.688,-0.218,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer,Western Europe,Europe
260,Paris,France,Ile-de-France,Paris,48.8534951,2.3483915,36.06417465,149.8912314,13.796,66.106,70.06,17.394,0.744127302,0.008970228,0.03694517,6.798,7.855,1.542,3.861,464.613,1018.214,8.132,0.01,67.972,19.944,27,244,92,181,7,0.004,-0.736,0.242,0.686,-0.156,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
261,Strasbourg,France,Grand Est,Bas-Rhin,48.584614,7.7507127,143.4105682,427.1303454,12.809,133.325,71.332,19.21,0.680308181,0.009236024,0.034858608,7.686,9.976,1.552,3.661,624.089,1018.698,7.804,0.057,62.766,27.262,62,189,111,196,18,0.059,-0.813,0.298,0.69,-0.267,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
262,Brasilia,Brazil,Federal District,Brasilia,-10.3333333,-53.2,299.9943542,843.0232774,21.304,242.309,63.656,14.997,1.201283703,0.012426448,0.050104486,1.931,10.398,0.861,4.931,521.7,1015.335,2.857,0.0,51.369,11.106,63,293,9,110,0,-0.098,-0.331,0.339,0.337,-0.501,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central Eastern South America,South America
263,Manaus,Brazil,State of Amazonas,Manaus,-3.1316333,-59.9825041,42.00619125,743.3026128,26.948,218.975,81.298,13.653,0.60010222,0.000637462,0.059513442,1.515,7.036,0.974,8.903,1144.8,1011.061,1.458,0.0,62.418,10.254,1,364,0,121,0,-0.409,-0.369,0.427,0.439,-0.334,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,Central Eastern South America,South America
264,Patos,Brazil,State of Paraíba,Patos,-7.0263449,-37.2769775,240.7315521,202.2078553,27.43,259.736,59.825,30.059,0.68758435,0.017463297,0.009301594,1.66,11.853,0.573,2.248,296.7,1012.163,1.863,0.0,53.472,25.678,50,296,18,158,0,-0.219,-0.709,0.445,0.631,-0.588,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central Eastern South America,South America
265,Rio De Janeiro,Brazil,State of Rio de Janeiro,Rio de Janeiro,-22.9110137,-43.2093727,4.545675755,3.864529994,23.579,196.553,79.903,23.962,1.034875739,0.000719766,0.010461928,2.602,5.949,1.002,6.953,605.4,1014.407,4.501,0.0,60.623,10.032,41,252,72,85,0,0.013,-0.213,0.255,0.577,-0.741,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,Central Eastern South America,South America
266,Sao Paulo,Brazil,State of Sao Paulo,São Paulo,-23.5506507,-46.6333824,755.4498291,40.70664412,19.462,147.142,75.782,20.039,1.147826982,0.003317495,0.021430974,3.336,8.656,1.498,6.799,898.5,1018.276,3.761,0.0,60.839,9.763,27,292,45,118,0,0.189,-0.349,0.205,0.592,-0.609,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Central Eastern South America,South America
267,Brussel,Belgium,Brussels,Brussels,50.8465573,4.351697,21.36326218,42.45809258,12.189,89.891,74.591,18.827,0.662633598,0.005683248,0.035211915,6.425,7.764,1.639,3.744,648.843,1017.803,8.737,0.009,60.087,10.553,27,261,62,284,22,-0.035,-0.724,0.365,0.68,-0.107,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
268,Bucharest,Romania,Bucharest,Bucharest,44.4361414,26.1027202,80.72928619,218.3303663,13.49,164.556,66.621,8.884,0.66295257,0.012175053,0.069406663,8.883,11.285,1.618,3.808,405.883,1017.563,7.715,0.011,54.861,9.802,37,276,50,142,24,0.043,-0.606,0.258,0.751,-0.451,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Europe,Europe
269,Budapest,Hungary,Budapest,,47.48138955,19.14609413,144.1712189,466.2782855,12.724,203.686,65.862,16.076,0.632984409,0.013277111,0.048888111,8.465,9.456,1.537,3.16,449.926,1018.372,7.941,0.001,31.967,9.138,139,161,27,162,12,0.016,-0.734,0.335,0.751,-0.316,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Eastern Europe,Europe
270,Buenos Aires,Argentina,Buenos Aires,Buenos Aires,-34.6075682,-58.4370894,18.75482559,5.771123952,17.84,256.502,68.475,21.085,0.961740852,0.008517878,0.024515574,5.491,6.939,1.744,8.792,726.686,1015.954,6.286,0.0,43.98,9.568,98,242,23,88,0,0.152,-0.268,0.189,0.57,-0.592,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Southern South America,South America
271,Ushuaia,Argentina,Tierra del Fuego Province,Ushuaia Department,-54.8061159,-68.31849729,52.73799133,0.403414983,6.346,128.143,70.938,40.154,0.182683969,0.005179158,0.004505532,3.332,5.92,1.762,20.093,878.715,999.527,11.275,3.17,69.087,18.252,2,331,30,201,148,-0.033,-0.464,0.053,0.532,-0.067,ET,#64FFFF,Tundra,Polar,Tundra,,Southern South America,South America
272,Bulawayo,Zimbabwe,Bulawayo Province,Bulawayo,-20.1457125,28.5873388,1342.0,596.5988394,19.502,244.564,55.623,22.924,1.095044439,0.016436575,0.014983705,3.746,12.676,1.258,2.88,365.0,1017.848,4.544,0.0,35.222,20.393,164,171,28,136,0,0.032,-0.543,0.454,0.562,-0.784,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,Eastern Africa,Africa
273,Harare,Zimbabwe,Harare Province,Harare,-17.8216288,31.0492259,1487.21167,391.6601355,18.808,247.894,62.702,19.02,1.112654178,0.011590595,0.026174992,3.125,11.928,0.912,5.323,835.7,1019.511,4.269,0.0,43.776,16.762,107,226,30,187,0,0.079,-0.498,0.491,0.519,-0.727,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,Eastern Africa,Africa
274,Busan,South Korea,Busan,Busan,35.2100142,129.0688702,29.76704979,7.929989758,15.579,188.559,59.574,19.34,0.699641791,0.014188581,0.027629109,8.9,8.127,1.375,17.544,1516.428,1015.667,7.633,0.002,51.012,23.102,79,248,36,103,2,0.097,-0.034,0.292,0.347,-0.778,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
275,Jeju-Do,South Korea,Jeju-do,,33.3846216,126.5534925,1248.158569,14.15907912,16.974,194.584,71.075,20.956,0.692226647,0.006033263,0.02293121,8.336,5.788,1.364,14.279,1252.319,1016.862,8.103,0.138,64.852,29.551,22,285,58,113,21,0.11,-0.224,0.356,0.411,-0.834,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
276,Seoul,South Korea,Seoul,,37.5666791,126.9782914,28.12428665,23.41614318,13.321,189.924,64.094,14.653,0.627808231,0.013629406,0.053409397,10.918,8.453,1.644,26.803,2494.139,1016.264,8.531,0.201,51.354,17.264,57,248,49,129,29,0.16,-0.259,0.409,0.408,-0.818,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
277,Ca Mau,Vietnam,Ca Mau,Cà Mau,9.1526728,105.1960795,0.805111408,26.10374257,27.662,216.665,76.571,19.027,0.55201452,0.000910475,0.030212351,1.299,7.709,0.495,15.3,2942.1,1008.711,1.719,0.0,82.847,21.339,0,208,157,302,0,-0.212,-0.528,0.451,0.514,-0.362,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,Southeast Asia,Asia
278,Hanoi,Vietnam,Hanoi,Hoàn Kiếm,21.0294498,105.8544441,14.72989082,78.77110396,24.325,180.69,77.506,16.63,0.763958898,0.002912731,0.040362553,5.314,6.595,1.253,16.509,2077.98,1011.304,6.623,0.0,63.57,8.755,22,273,68,254,0,0.083,-0.364,0.294,0.536,-0.836,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Southeast Asia,Asia
279,Ho Chi Minh,Vietnam,Ho Chi Minh City,Ho Chi Minh City,10.7764772,106.701938,5.294592857,11.21495975,28.201,221.765,77.582,19.111,0.443143468,0.00184839,0.028496865,1.163,7.813,0.687,10.874,2024.3,1008.69,1.917,0.0,57.631,9.591,0,365,0,285,0,-0.168,-0.34,0.366,0.355,-0.17,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Southeast Asia,Asia
280,Calama,Chile,Antofagasta,El Loa,-22.4623917,-68.9272181,2267.697021,131.3613055,13.938,317.007,23.008,53.291,0.644003587,0.008011323,6.71e-05,2.485,17.985,0.816,0.035,1.6,1017.39,2.949,0.0,16.552,21.783,260,101,4,7,0,0.025,0.255,0.175,0.597,-0.504,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,Western South America,South America
281,Hanga Roa,Chile,Valparaiso,Easter Island,-27.15,-109.4333,12.01871586,0.626751613,20.953,234.277,72.688,32.506,1.262718651,0.00192027,0.006377215,1.951,5.494,0.483,3.481,534.2,1022.693,3.584,0.0,48.042,20.347,19,292,12,308,0,0.054,0.07,0.294,0.467,-0.367,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Western South America,South America
282,Punta Arenas,Chile,Magallanes and Chilean Antarctica,Magallanes Province,-53.1633845,-70.9078263,17.00676346,1.53967622,6.006,128.833,72.987,41.31,0.194538937,0.005061483,0.003680139,4.217,5.288,1.539,1.196,227.7,1000.125,13.57,0.545,65.42,21.437,10,309,45,228,87,0.023,-0.419,0.178,0.326,0.306,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer,Western South America,South America
283,Putre,Chile,Arica y Parinacota,Parinacota Province,-18.1964154,-69.5603489,3549.755615,78.38224808,12.057,303.393,57.417,20.08,0.62910172,0.02029108,0.017111024,3.192,20.006,0.569,3.414,443.3,1017.521,1.775,0.035,52.588,14.746,33,313,19,101,17,0.449,-0.253,0.558,0.16,-0.772,ET,#64FFFF,Tundra,Polar,Tundra,,Western South America,South America
284,Santiago,Chile,Santiago Metropolitan Region,Santiago Province,9.8694792,-83.7980749,1087.489136,56.96021529,15.182,248.143,62.049,24.474,0.833869057,0.014631467,0.014875871,5.431,14.762,1.357,2.56,201.2,1016.915,3.19,0.0,32.576,8.888,174,174,16,49,0,-0.243,-0.756,0.281,0.867,-0.731,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Western South America,South America
285,Valdivia,Chile,Los Rios,Valdivia Province,-39.8173788,-73.2425333,10.43394279,13.91522953,10.557,192.581,82.868,20.682,0.57927662,0.00135917,0.032893234,4.185,11.976,1.423,6.638,1103.3,1018.24,4.484,0.002,57.751,19.159,44,245,69,208,11,-0.084,-0.856,0.356,0.701,-0.404,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western South America,South America
286,Calgary,Canada,Alberta,Calgary,51.0460954,-114.065465,1048.960815,866.9205702,5.193,119.991,57.9,26.047,0.428269916,0.017686525,0.012502571,12.04,10.892,3.163,3.493,393.12,1017.052,8.681,0.342,65.335,28.597,2,297,51,226,149,0.043,-0.327,0.394,0.613,-0.395,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
287,Edmonton,Canada,Alberta,Edmonton,53.5462055,-113.491241,667.9133301,1020.987532,4.522,128.042,62.939,19.556,0.463114206,0.013935313,0.032379838,13.32,9.868,2.926,2.978,349.844,1016.038,8.786,0.993,53.155,20.986,14,308,31,155,109,0.044,-0.639,0.359,0.731,-0.439,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
288,Grise Fiord,Canada,Nunavut,Qikiqtaaluk Region,76.4189856,-82.9016082,2.214228392,0.208327565,-13.732,110.643,74.973,14.959,0.017468103,0.002555375,0.054031826,13.268,5.382,2.325,1.143,129.9,1012.534,10.077,9.058,58.648,17.529,40,246,78,28,93,0.242,0.179,0.197,0.611,-0.07,ET,#64FFFF,Tundra,Polar,Tundra,,North North America,North America
289,Halifax,Canada,Nova Scotia,,44.648618,-63.5859487,45.40713501,0.799418699,8.775,54.905,78.384,21.384,0.546905533,0.003552004,0.02580882,8.639,7.407,2.563,8.661,1193.478,1015.667,8.706,0.538,58.596,19.191,52,217,83,215,68,0.023,-0.31,0.38,0.41,-0.136,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
290,Iqaluit,Canada,Nunavut,Qikiqtaaluk Region,63.746693,-68.5169669,11.40199566,0.30612487,-7.6,117.56,77.043,27.232,0.063744189,0.001384884,0.016859226,13.15,6.544,2.729,6.043,662.2,1010.418,11.008,16.11,76.08,31.556,5,219,139,65,119,-0.015,-0.142,0.152,0.42,0.004,ET,#64FFFF,Tundra,Polar,Tundra,,North North America,North America
291,Kugluktuk,Canada,Nunavut,Kitikmeot Region,67.8252313,-115.0965503,13.36867714,2.322600778,-8.999,111.628,75.715,28.837,0.137252978,0.001833128,0.010010168,16.286,7.288,2.924,2.147,253.07,1017.232,10.57,7.118,68.556,19.045,29,237,98,62,113,0.205,-0.162,0.426,0.577,-0.508,ET,#64FFFF,Tundra,Polar,Tundra,,North North America,North America
292,Montreal,Canada,Quebec,Montreal,45.5031824,-73.5698065,37.99774551,2.893825468,8.254,137.768,66.742,11.713,0.560534149,0.009311708,0.071676924,11.862,7.89,2.905,7.414,1142.678,1015.824,8.176,11.523,52.157,18.223,43,261,48,173,86,0.071,-0.624,0.463,0.649,-0.294,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
293,Quebec City,Canada,Quebec,Capitale-Nationale,46.8137431,-71.2084061,47.58670425,1.243712621,6.266,142.177,72.547,21.582,0.485547533,0.005617568,0.022750885,11.777,8.115,2.502,6.409,1177.617,1015.461,8.343,15.882,53.449,20.213,32,255,56,188,117,0.107,-0.573,0.502,0.58,-0.274,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
294,Saskatoon,Canada,Saskatchewan,Corman Park No. 344,52.131802,-106.660767,482.5334778,1356.071358,2.244,141.504,67.242,28.667,0.396354777,0.009721495,0.007915716,15.089,11.824,3.305,1.742,179.004,1016.379,9.564,2.116,65.593,22.275,18,282,63,73,93,0.146,-0.662,0.176,0.722,-0.512,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
295,Toronto,Canada,Ontario,Toronto,43.6534733,-79.383961,91.6888504,486.1004226,9.681,80.559,66.121,31.379,0.558577498,0.009222696,0.004720161,10.353,7.086,2.531,5.84,714.397,1016.442,7.629,2.246,48.754,14.423,61,266,30,157,75,-0.01,-0.549,0.43,0.576,-0.275,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
296,Vancouver,Canada,British Columbia,Metro Vancouver,49.2608724,-123.113952,44.85873413,2.839418186,10.73,117.556,80.035,13.126,0.593759163,0.001346668,0.062691615,6.328,5.861,1.084,7.685,1293.353,1017.914,7.585,0.118,63.712,29.901,27,236,96,224,30,-0.216,-0.691,0.431,0.726,-0.238,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,North North America,North America
297,Whitehorse,Canada,Yukon,Whitehorse,60.7197137,-135.0522761,640.0,128.3703118,0.88,72.678,67.096,23.15,0.283629737,0.010047718,0.019426884,12.602,8.829,2.779,1.465,238.6,1013.451,11.23,23.782,75.342,40.518,5,260,98,80,99,-0.051,-0.622,0.345,0.56,-0.278,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,North North America,North America
298,Winnipeg,Canada,Manitoba,Winnipeg,49.8955367,-97.1384584,231.8409576,820.8769863,3.218,78.505,69.434,14.201,0.460668349,0.007228168,0.056302827,14.918,8.408,2.927,6.912,791.792,1015.536,9.429,9.414,64.695,21.078,21,263,77,104,98,0.161,-0.567,0.336,0.66,-0.502,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,North North America,North America
299,Cancun,Mexico,Quintana Roo,Cancun,21.1619,-86.8515,10.0,5.0,26.51,254.442,77.072,23.658,0.712561097,0.000947119,0.012837503,1.867,10.339,0.688,4.66,1208.8,1014.921,2.678,,44.851,18.402,20,278,22,322,0,-0.094,-0.166,0.567,0.623,-0.507,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,North America,North America
300,Mexico City,Mexico,Mexico City,Mexico City,19.4326296,-99.1331785,2229.744629,232.5002646,17.484,256.111,55.194,24.167,1.00128166,0.017871574,0.011621025,2.356,17.279,0.966,6.341,877.57,1017.125,2.896,0.0,55.252,12.992,58,267,39,217,0,0.079,-0.58,0.226,0.639,-0.667,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,North America,North America
301,Villahermosa,Mexico,Tabasco,Villahermosa,17.989456,-92.9475061,20.52006149,39.50790559,17.659,258.469,54.17,24.665,1.004324801,0.01869179,0.010560329,2.354,17.196,0.96,6.443,883.892,1022.59,2.436,0.0,54.931,13.459,59,259,43,201,0,0.082,-0.609,0.215,0.58,-0.459,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,North America,North America
302,Caracas,Venezuela,Capital District,Libertador,10.5060934,-66.9146008,919.652771,10.38093082,25.932,242.947,78.862,12.959,0.682449434,0.000419863,0.070492622,1.074,9.92,0.697,4.475,1678.5,1012.771,1.026,0.0,44.685,10.476,0,351,4,347,0,-0.198,-0.13,0.229,0.214,0.104,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Northern South America,South America
303,Chittagong,Bangladesh,Chittagong Division,Chittagong District,22.356851,91.7831819,7.972149849,2.579745738,26.643,244.917,74.462,23.572,0.601408909,0.003617043,0.013719108,3.312,7.63,0.625,5.836,1249.5,1008.187,4.244,0.0,49.808,11.587,81,237,42,221,0,0.252,0.015,0.536,0.455,-0.734,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,South-Central Asia,Asia
304,Dhaka,Bangladesh,Dhaka Division,Dhaka District,23.810332,90.4125181,11.31902885,23.61629728,27.476,220.284,68.236,20.211,0.551018747,0.004986793,0.031121265,3.741,7.34,0.726,11.603,1577.1,1007.984,4.864,0.0,51.255,3.78,98,245,19,215,0,0.095,-0.488,0.44,0.386,-0.752,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,South-Central Asia,Asia
305,Cochabamba,Bolivia,Cochabamba Department,Cercado,-17.4139766,-66.1653224,2550.769531,426.4849041,17.831,186.217,48.908,21.083,1.050065842,0.024221772,0.02187921,2.297,16.907,0.987,2.917,271.8,1022.863,2.272,0.0,47.373,10.549,90,252,23,81,0,-0.144,-0.205,0.496,0.633,-0.491,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer,Central South America,South America
306,Potosi,Bolivia,Potosi Department,Tomas Frias,-19.5722805,-65.7550063,3883.38208,438.8673971,8.521,292.985,48.555,26.253,0.417532209,0.014064197,0.011588634,2.056,13.775,0.87,4.254,777.3,1020.637,4.756,0.001,40.066,20.162,97,228,14,188,7,0.149,-0.073,0.574,0.516,-0.255,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer,Central South America,South America
307,Copenhagen,Denmark,Copenhagen,,55.6867243,12.5700724,9.061274529,0.398778526,10.093,119.594,77.931,24.75,0.54037207,0.001870787,0.014888846,6.29,5.78,1.287,2.966,503.221,1015.565,10.369,0.075,62.312,35.559,23,284,55,245,41,0.002,-0.73,0.353,0.632,0.047,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Northern Europe,Europe
308,Dakar,Senegal,Dakar Region,Guediawaye,14.716677,-17.4676861,36.0896759,2.353954803,25.391,259.535,75.845,27.423,0.800920278,0.002882124,0.005514569,2.884,5.723,0.567,15.884,1004.1,1011.496,1.325,0.0,47.269,12.048,78,280,7,78,0,0.099,0.21,0.19,-0.301,-0.056,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,West Africa,Africa
309,Damascus,Syria,Damascus Governorate,Damascus,33.5130695,36.3095814,688.3207397,82.68586374,18.322,262.939,50.615,30.882,0.747650358,0.019495566,0.012148965,8.402,15.52,1.241,3.058,255.6,1013.84,5.34,0.033,27.988,11.112,174,187,0,77,10,-0.26,-0.791,0.238,0.795,-0.727,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer,"Middle East, Western Asia",Asia
310,Dar Es Salaam,Tanzania,Dar es Salam,Kinondoni,-6.792354,39.2083284,58.25821686,7.152004946,26.287,256.107,76.325,25.358,0.714425719,0.000605753,0.006701438,1.931,8.713,0.515,7.607,748.565,1013.871,3.056,0.0,46.276,13.785,1,364,0,154,0,-0.045,-0.355,0.483,0.335,-0.868,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Eastern Africa,Africa
311,Djibouti,Djibouti,,,11.825138,42.590275,1292.744873,20.14056448,29.988,266.806,62.112,27.861,0.392693084,0.012460186,0.006916162,3.573,6.643,0.56,1.248,170.7,1008.963,4.579,,37.814,19.713,59,277,3,194,0,-0.06,-0.174,0.139,0.29,-0.907,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,Eastern Africa,Africa
312,Doha,Qatar,Doha,Doha,25.2856329,51.5264162,5.795013428,0.786539942,28.964,264.534,52.693,23.176,0.581415141,0.016716406,0.015247336,6.371,7.79,1.016,0.853,38.7,1008.433,7.773,0.0,12.172,9.433,278,80,0,29,0,-0.063,-0.592,0.162,0.677,-0.894,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,"Arabian Peninsula, Middle East",Asia
313,Dublin,Ireland,County Dublin,Dublin,53.3498006,-6.2602964,5.025318623,4.220972574,10.481,167.344,80.314,26.515,0.526319321,0.000577225,0.011521352,4.606,6.898,1.59,3.143,477.183,1014.233,11.527,0.003,69.144,18.943,6,342,17,219,7,0.006,-0.64,0.253,0.483,0.014,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Northern Europe,Europe
314,Dushanbe,Tajikistan,Dushanbe,,38.5856947,68.76037468,831.0549316,1317.762006,17.182,206.716,52.744,17.72,0.735541571,0.016502725,0.039135781,8.971,12.245,1.32,6.253,800.392,1015.734,6.867,0.122,39.635,9.857,135,198,31,149,23,-0.221,-0.768,0.478,0.881,-0.864,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Central Asia,Asia
315,Murghob,Tajikistan,Gorno-Badakhshan Autonomous Province,Murghab,38.1869138,73.9976946,3631.033691,1468.507652,-1.327,247.462,47.987,21.245,0.246206802,0.023560223,0.034851547,11.616,15.158,1.174,1.367,170.5,1020.347,11.706,0.722,45.293,27.785,85,254,20,106,115,0.158,-0.774,0.334,0.829,-0.92,ET,#64FFFF,Tundra,Polar,Tundra,,Central Asia,Asia
316,Florence,Italy,Tuscany,Metropolitan City of Florence,43.7698712,11.2555757,50.17719269,89.35543464,16.845,520.444,74.531,14.996,0.743993238,0.007340924,0.042175736,7.803,10.374,1.363,7.076,654.017,1017.234,7.398,0.0,32.743,9.659,132,191,4,152,2,-0.088,-0.252,0.274,0.031,-0.281,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Southern Europe,Europe
317,Gavia Pass,Italy,Lombardy,Lombardy,46.3434911,10.4846264,2605.800781,196.1972763,5.733,152.308,65.232,16.92,0.361225531,0.012485808,0.042132535,7.31,8.316,1.429,6.219,831.463,1019.551,8.212,10.413,38.842,24.439,71,256,16,169,83,0.008,-0.238,0.247,0.739,0.167,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Southern Europe,Europe
318,Milan,Italy,Lombardy,Metropolitan City of Milan,45.4641943,9.1896346,122.3446579,108.5706835,15.369,111.548,69.202,14.013,0.707904449,0.011899873,0.060159881,8.677,9.603,1.176,4.149,453.036,1017.658,7.79,0.021,37.915,8.733,86,241,7,191,14,-0.053,-0.776,0.268,0.8,-0.28,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Southern Europe,Europe
319,Napoli,Italy,Campania,,40.8358846,14.2487679,18.3938694,0.185531876,17.802,137.239,67.343,18.303,0.832577518,0.010225086,0.036535062,6.932,8.719,1.088,6.768,793.37,1016.742,6.624,0.0,36.586,9.82,84,272,1,125,0,-0.061,-0.433,0.304,0.73,-0.276,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Southern Europe,Europe
320,Rome,Italy,Lazio,Metropolitan City of Rome Capital,41.8933203,12.4829321,37.54252625,23.67675826,17.21,188.668,65.607,19.009,0.810208,0.011649653,0.030695346,7.194,9.641,1.107,4.906,493.3,1016.671,6.95,2.133,30.169,9.852,112,222,0,160,2,-0.075,-0.691,0.295,0.658,-0.276,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Southern Europe,Europe
321,Trieste,Italy,Friuli-Venezia Giulia,Province of Trieste,45.6496485,13.7772781,6.523191452,1.341691566,15.223,149.932,69.071,16.239,0.722115515,0.009733876,0.046381228,7.895,9.106,1.238,10.735,949.902,1017.403,7.612,1.156,44.804,18.607,79,230,38,184,4,0.048,-0.489,0.168,0.666,-0.311,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Southern Europe,Europe
322,Venice,Italy,Veneto,Metropolitan City of Venice,45.4371908,12.3345898,0.0,0.930456782,15.045,159.08,72.171,17.298,0.70722502,0.00690367,0.042207918,8.138,8.035,1.061,3.361,338.264,1017.095,7.69,0.0,41.134,8.946,73,278,6,110,0,0.028,-0.663,0.144,0.682,-0.29,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Southern Europe,Europe
323,Gaborone,Botswana,South-East District,Gaborone,-24.6282079,25.9231471,996.2055664,669.255265,20.224,243.948,57.782,20.055,1.008095713,0.014291517,0.026460347,4.842,13.974,1.41,5.975,537.7,1019.444,4.364,0.0,36.95,10.99,122,228,15,131,0,-0.037,-0.444,0.328,0.688,-0.746,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,Southern Africa,Africa
324,Gdansk,Poland,Pomeranian Voivodeship,Pomeranian Voivodeship,54.3706858,18.6129821,12.72022915,5.09203326,9.321,98.385,78.748,21.191,0.490109016,0.00202305,0.022525016,7.189,6.055,1.486,2.226,384.454,1016.2,9.794,0.81,66.025,23.495,18,281,62,243,52,0.168,-0.606,0.198,0.639,-0.024,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Eastern Europe,Europe
